Feature_A_(i),Feature_A_(i)-noFeature_A_(i),Feature_B_(2i),Feature_B_(2i)-noFeature_A_(i),Feature_C_(-i),Feature_C_(-i)-noFeature_A_(i),Constant_Feature,Constant_Feature-noFeature_A_(i),Random_Feature,Random_Feature-noFeature_A_(i),Outcome,Outcome-noFeature_A_(i)
2251,4787,4502,6480,-2251,-3241,1,1,0.22576874617689613,0.2556376638625464,A,A
2252,4787,4504,6480,-2252,-3241,1,1,0.22130865431319457,0.23139716590926385,A,A
2257,4787,4514,6492,-2257,-3247,1,1,0.9241555545963437,0.9155804834289545,A,A
2258,4787,4516,6492,-2258,-3247,1,1,0.6977825042277742,0.7248533491587095,A,A
2259,4787,4518,6504,-2259,-3253,1,1,0.5028133020964903,0.5287072142744291,A,A
2260,4787,4520,6504,-2260,-3253,1,1,0.7574477795990372,0.7978402972390728,A,A
2261,4787,4522,6504,-2261,-3253,1,1,0.02559069629583466,0.02540337192260267,A,A
2262,4787,4524,6504,-2262,-3253,1,1,0.6361198368566958,0.6676345312549455,A,A
2263,4787,4526,6504,-2263,-3253,1,1,0.6574330626775144,0.6865687000926515,A,A
2264,4787,4528,6504,-2264,-3253,1,1,0.09788726874127374,0.09584927697217083,A,A
2265,4787,4530,6516,-2265,-3258,1,1,0.5024018976347001,0.5184576116122209,A,A
2266,4787,4532,6516,-2266,-3258,1,1,0.8375239499338033,0.836604570279811,A,A
2271,4787,4542,6526,-2271,-3264,1,1,0.8148666202491294,0.81093086149687,A,A
2274,4787,4548,6526,-2274,-3264,1,1,0.7691255088567531,0.7978402972390728,A,A
2275,4787,4550,6526,-2275,-3264,1,1,0.273291051308419,0.29312155847436416,A,A
2276,4787,4552,6538,-2276,-3270,1,1,0.9094501901726042,0.897897211542344,A,A
2277,4787,4554,6538,-2277,-3270,1,1,0.15963876091289886,0.17573684250755928,A,A
2279,4787,4558,6538,-2279,-3270,1,1,0.6560668005072094,0.6865687000926515,A,A
2281,4787,4562,6538,-2281,-3270,1,1,0.9739756521411029,0.9708335991200716,A,A
2282,4787,4564,6550,-2282,-3276,1,1,0.050119384213060725,0.06575410935862658,A,A
2283,4787,4566,6550,-2283,-3276,1,1,0.06560276273244481,0.08139052448728146,A,A
2284,4787,4568,6550,-2284,-3276,1,1,0.03985472314904359,0.046636926221635844,A,A
2286,4787,4572,6550,-2286,-3276,1,1,0.1829891453241801,0.18991284810616926,A,A
2287,4787,4574,6550,-2287,-3276,1,1,0.7156792813766347,0.74048802736636,A,A
2288,4787,4576,6562,-2288,-3282,1,1,0.019938901080986504,0.009431753548861166,A,A
2289,4787,4578,6562,-2289,-3282,1,1,0.07829173610777596,0.08139052448728146,A,A
2290,4787,4580,6562,-2290,-3282,1,1,0.5218302910177509,0.5603876811308924,A,A
2291,4787,4582,6562,-2291,-3282,1,1,0.4962978418136682,0.5184576116122209,A,A
2292,4787,4584,6562,-2292,-3282,1,1,0.613964752355126,0.6185616736968093,A,A
2293,4787,4586,6562,-2293,-3282,1,1,0.7363369613526833,0.7752105467541478,A,A
2294,4787,4588,6574,-2294,-3287,1,1,0.3149343356838952,0.30887378737929305,A,A
2295,4787,4590,6574,-2295,-3287,1,1,0.7243973195366329,0.7650504588350444,A,A
2297,4787,4594,6574,-2297,-3287,1,1,0.7362350274124753,0.7650504588350444,A,A
2298,4787,4596,6574,-2298,-3287,1,1,0.7165514579756063,0.74048802736636,A,A
2300,4787,4600,6584,-2300,-3293,1,1,0.9230390246766167,0.897897211542344,A,A
2301,4787,4602,6584,-2301,-3293,1,1,0.7037423198287971,0.7248533491587095,A,A
2305,4787,4610,6596,-2305,-3299,1,1,0.5910199029555494,0.5970130310756897,A,A
2307,4787,4614,6596,-2307,-3299,1,1,0.7507284098203998,0.7752105467541478,A,A
2310,4787,4620,6596,-2310,-3299,1,1,0.6392326453889382,0.6676345312549455,A,A
2311,4787,4622,5948,-2311,-2975,1,1,0.926148724888785,0.9358892092224953,A,A
2312,4787,4624,5948,-2312,-2975,1,1,0.40048215688092925,0.3838453928986345,A,A
2313,4787,4626,5948,-2313,-2975,1,1,0.11746606096134182,0.08139052448728146,A,A
2315,4787,4630,5948,-2315,-2975,1,1,0.38552283203323257,0.36326959483172827,A,A
2316,4787,4632,5948,-2316,-2975,1,1,0.6704362696386852,0.6567225731105883,A,A
2317,4787,4634,5960,-2317,-2981,1,1,0.8920194483881676,0.897897211542344,A,A
2319,4787,4638,5960,-2319,-2981,1,1,0.32224749286069654,0.2705870793149804,A,A
2320,4787,4640,5960,-2320,-2981,1,1,0.35382578996858083,0.30887378737929305,A,A
2321,4787,4642,5960,-2321,-2981,1,1,0.42967702426607013,0.3994271172644791,A,A
2322,4787,4644,5960,-2322,-2981,1,1,0.05500363846053202,0.046636926221635844,A,A
2323,4787,4646,5972,-2323,-2986,1,1,0.7556700690046881,0.7650504588350444,A,A
2324,4787,4648,5972,-2324,-2986,1,1,0.28250654643682716,0.23139716590926385,A,A
2326,4787,4652,5972,-2326,-2986,1,1,0.21578565710458575,0.17573684250755928,A,A
2327,4787,4654,5972,-2327,-2986,1,1,0.07009619210993301,0.06575410935862658,A,A
2328,4787,4656,5982,-2328,-2992,1,1,0.9775321367897833,0.9708335991200716,A,A
2329,4787,4658,5982,-2329,-2992,1,1,0.8870998601792367,0.897897211542344,A,A
2336,4787,4672,5994,-2336,-2998,1,1,0.5084822251106589,0.5057843245177359,A,A
2337,4787,4674,5994,-2337,-2998,1,1,0.776744447173982,0.7978402972390728,A,A
2338,4787,4676,5994,-2338,-2998,1,1,0.38949644448362397,0.36326959483172827,A,A
2339,4787,4678,5994,-2339,-2998,1,1,0.0005305089177379818,0.009431753548861166,A,A
2340,4787,4680,6006,-2340,-3004,1,1,0.24628085911351394,0.20479149534265284,A,A
2342,4787,4684,6006,-2342,-3004,1,1,0.3548923380830443,0.30887378737929305,A,A
2343,4787,4686,6006,-2343,-3004,1,1,0.6510707941977262,0.6567225731105883,A,A
2345,4787,4690,6006,-2345,-3004,1,1,0.9435051486044818,0.9358892092224953,A,A
2350,4787,4700,6018,-2350,-3010,1,1,0.8046012431374131,0.836604570279811,A,A
2351,4787,4702,6018,-2351,-3010,1,1,0.8852540349320742,0.8844562399641169,A,A
2352,4787,4704,6030,-2352,-3015,1,1,0.10597753893081718,0.08139052448728146,A,A
2355,4787,4710,6030,-2355,-3015,1,1,0.3095040290378811,0.2556376638625464,A,A
2358,4787,4716,6040,-2358,-3021,1,1,0.6818929979125152,0.6676345312549455,A,A
2359,4787,4718,6040,-2359,-3021,1,1,0.4496897202690192,0.43084017934406293,A,A
2360,4787,4720,6040,-2360,-3021,1,1,0.9812221479298211,0.9867277963524416,A,A
2361,4787,4722,6040,-2361,-3021,1,1,0.25854697252696457,0.20479149534265284,A,A
2362,4787,4724,6040,-2362,-3021,1,1,0.5067055579609682,0.5057843245177359,A,A
2363,4787,4726,6052,-2363,-3027,1,1,0.7322862409433955,0.74048802736636,A,A
2364,4787,4728,6052,-2364,-3027,1,1,0.7606188482197346,0.7650504588350444,A,A
2365,4787,4730,6052,-2365,-3027,1,1,0.7417212709358859,0.74048802736636,A,A
2367,4787,4734,6052,-2367,-3027,1,1,0.7016225716195547,0.6865687000926515,A,A
2368,4787,4736,6052,-2368,-3027,1,1,0.2886402315035024,0.23139716590926385,A,A
2369,4787,4738,6064,-2369,-3033,1,1,0.30635620256857454,0.23139716590926385,A,A
2370,4787,4740,6064,-2370,-3033,1,1,0.8786665331689224,0.8844562399641169,A,A
2371,4787,4742,6064,-2371,-3033,1,1,0.16187270646931806,0.11766008071769851,A,A
2373,4787,4746,6064,-2373,-3033,1,1,0.3390259835966619,0.29312155847436416,A,A
2375,4787,4750,6076,-2375,-3038,1,1,0.1776504582379228,0.14001508031831478,A,A
2377,4787,4754,6076,-2377,-3038,1,1,0.9785207056418002,0.9708335991200716,A,A
2378,4787,4756,6076,-2378,-3038,1,1,0.86418107014129,0.8659373859054671,A,A
2379,4787,4758,6076,-2379,-3038,1,1,0.7975362209338002,0.81093086149687,A,A
2380,4787,4760,6076,-2380,-3038,1,1,0.39319874237582364,0.36326959483172827,A,A
2381,4787,4762,6086,-2381,-3044,1,1,0.5776248638592508,0.5603876811308924,A,A
2385,4787,4770,6086,-2385,-3044,1,1,0.04711136583249953,0.046636926221635844,A,A
2387,4787,4774,6098,-2387,-3050,1,1,0.7916788597903259,0.7978402972390728,A,A
2388,4787,4776,6098,-2388,-3050,1,1,0.4526962293133818,0.43084017934406293,A,A
2389,4787,4778,6098,-2389,-3050,1,1,0.3671248963219117,0.33085674641798635,A,A
2390,4787,4780,6098,-2390,-3050,1,1,0.14572833834145027,0.11766008071769851,A,A
2392,4787,4784,6110,-2392,-3056,1,1,0.45457408909018404,0.43084017934406293,A,A
2393,4787,4786,6110,-2393,-3056,1,1,0.6752162221641539,0.6676345312549455,A,A
2396,4787,4792,6110,-2396,-3056,1,1,0.47902170326036764,0.4686479736942557,A,A
2398,4787,4796,6122,-2398,-3062,1,1,0.8278112512881418,0.836604570279811,A,A
2400,4787,4800,6122,-2400,-3062,1,1,0.9170377698433457,0.9155804834289545,A,A
2401,4787,4802,6122,-2401,-3062,1,1,0.9754215420389315,0.9708335991200716,A,A
2402,4787,4804,6122,-2402,-3062,1,1,0.24152567178239348,0.18991284810616926,A,A
2403,4787,4806,6122,-2403,-3062,1,1,0.5200480604633302,0.5184576116122209,A,A
2404,4787,4808,6134,-2404,-3067,1,1,0.07341929701599426,0.06575410935862658,A,A
2405,4787,4810,6134,-2405,-3067,1,1,0.46398238224683563,0.45443658440763757,A,A
2407,4787,4814,6134,-2407,-3067,1,1,0.9052850230072108,0.897897211542344,A,A
2408,4787,4816,6134,-2408,-3067,1,1,0.022545721050416634,0.02540337192260267,A,A
2409,4787,4818,6134,-2409,-3067,1,1,0.8454797657725298,0.8483288367488273,A,A
2411,4787,4822,6144,-2411,-3073,1,1,0.4217485058752448,0.3994271172644791,A,A
2412,4787,4824,6144,-2412,-3073,1,1,0.30218247721020675,0.23139716590926385,A,A
2413,4787,4826,6144,-2413,-3073,1,1,0.015853573763724316,0.02540337192260267,A,A
2415,4787,4830,6144,-2415,-3073,1,1,0.7308127418318787,0.7248533491587095,A,A
2416,4787,4832,6156,-2416,-3079,1,1,0.9643560587978132,0.9556519694980462,A,A
2417,4787,4834,6156,-2417,-3079,1,1,0.4660308760749442,0.45443658440763757,A,A
2419,4787,4838,6156,-2419,-3079,1,1,0.4984652825960141,0.4863973973956013,A,A
2420,4787,4840,6156,-2420,-3079,1,1,0.6355554463437433,0.6403485791625139,A,A
2421,4787,4842,6168,-2421,-3085,1,1,0.14686118725838637,0.11766008071769851,A,A
2422,4787,4844,6168,-2422,-3085,1,1,0.09041701923732848,0.08139052448728146,A,A
2423,4787,4846,6168,-2423,-3085,1,1,0.5220723244278394,0.5184576116122209,A,A
2424,4787,4848,6168,-2424,-3085,1,1,0.2654369213359602,0.20479149534265284,A,A
2427,4787,4854,6180,-2427,-3091,1,1,0.970176233981376,0.9708335991200716,A,A
2428,4787,4856,6180,-2428,-3091,1,1,0.7953277160817045,0.81093086149687,A,A
2429,4787,4858,6180,-2429,-3091,1,1,0.7124266951977283,0.7124266951977283,A,A
2431,4787,4862,6180,-2431,-3091,1,1,0.7293755300194723,0.7248533491587095,A,A
2432,4787,4864,6180,-2432,-3091,1,1,0.21061954431170515,0.1556084896784825,A,A
2434,4787,4868,6192,-2434,-3096,1,1,0.7236966621172806,0.7248533491587095,A,A
2435,4787,4870,6192,-2435,-3096,1,1,0.47131422059076267,0.4686479736942557,A,A
2436,4787,4872,6192,-2436,-3096,1,1,0.9965397814097755,0.9867277963524416,A,A
2437,4787,4874,6192,-2437,-3096,1,1,0.49177660452726324,0.4863973973956013,A,A
2438,4787,4876,6192,-2438,-3096,1,1,0.10511696020193906,0.08139052448728146,A,A
2440,4787,4880,6202,-2440,-3102,1,1,0.37783420886578767,0.33085674641798635,A,A
2441,4787,4882,6202,-2441,-3102,1,1,0.25132304468096966,0.20479149534265284,A,A
2442,4787,4884,6202,-2442,-3102,1,1,0.9924294302854825,0.9867277963524416,A,A
2445,4787,4890,6214,-2445,-3108,1,1,0.8596963799665773,0.8483288367488273,A,A
2446,4787,4892,6214,-2446,-3108,1,1,0.8433811292869144,0.8483288367488273,A,A
2450,4787,4900,6226,-2450,-3114,1,1,0.864450990914534,0.8659373859054671,A,A
2451,4787,4902,6226,-2451,-3114,1,1,0.6699447014147732,0.6567225731105883,A,A
2453,4787,4906,6226,-2453,-3114,1,1,0.38756834859627864,0.36326959483172827,A,A
2455,4787,4910,6226,-2455,-3114,1,1,0.8734669557557696,0.8844562399641169,A,A
2456,4787,4912,6238,-2456,-3120,1,1,0.3794802996260158,0.34394625120281785,A,A
2457,4787,4914,6238,-2457,-3120,1,1,0.6320260535279788,0.6185616736968093,A,A
2459,4787,4918,6238,-2459,-3120,1,1,0.48615290186786286,0.4863973973956013,A,A
2460,4787,4920,6238,-2460,-3120,1,1,0.21527622057648155,0.17573684250755928,A,A
2461,4787,4922,6238,-2461,-3120,1,1,0.7817968646602201,0.7978402972390728,A,A
2462,4787,4924,6250,-2462,-3125,1,1,0.4023482649266279,0.3838453928986345,A,A
2463,4787,4926,6250,-2463,-3125,1,1,0.7716458867517363,0.7752105467541478,A,A
2464,4787,4928,6250,-2464,-3125,1,1,0.9155804834289545,0.9155804834289545,A,A
2465,4787,4930,6250,-2465,-3125,1,1,0.9507364688090262,0.9556519694980462,A,A
2466,4787,4932,6250,-2466,-3125,1,1,0.0005455619483859531,0.009431753548861166,A,A
2467,4787,4934,6250,-2467,-3125,1,1,0.562971629540277,0.5603876811308924,A,A
2468,4787,4936,6260,-2468,-3131,1,1,0.11811397980457061,0.09584927697217083,A,A
2469,4787,4938,6260,-2469,-3131,1,1,0.6192633394518882,0.6185616736968093,A,A
2470,4787,4940,6260,-2470,-3131,1,1,0.04329084832790264,0.02540337192260267,A,A
2472,4787,4944,6260,-2472,-3131,1,1,0.38148637750335845,0.34394625120281785,A,A
2473,4787,4946,6260,-2473,-3131,1,1,0.6502569113619084,0.6403485791625139,A,A
2475,4787,4950,6272,-2475,-3137,1,1,0.5200259886188194,0.5184576116122209,A,A
2476,4787,4952,6272,-2476,-3137,1,1,0.20149176879570307,0.1556084896784825,A,A
2477,4787,4954,6272,-2477,-3137,1,1,0.9101814099174448,0.9155804834289545,A,A
2479,4787,4958,6284,-2479,-3143,1,1,0.5750938550650478,0.5603876811308924,A,A
2480,4787,4960,6284,-2480,-3143,1,1,0.6890907491171608,0.6865687000926515,A,A
2481,4787,4962,6284,-2481,-3143,1,1,0.34824129055996145,0.29312155847436416,A,A
2482,4787,4964,6284,-2482,-3143,1,1,0.8867934915865107,0.897897211542344,A,A
2483,4787,4966,6284,-2483,-3143,1,1,0.4491526225720506,0.43084017934406293,A,A
2485,4787,4970,6296,-2485,-3148,1,1,0.8965252711154779,0.897897211542344,A,A
2487,4787,4974,6296,-2487,-3148,1,1,0.8112980754821574,0.836604570279811,A,A
2488,4787,4976,6296,-2488,-3148,1,1,0.1947722232964202,0.1556084896784825,A,A
2489,4787,4978,6296,-2489,-3148,1,1,0.05613171097631686,0.046636926221635844,A,A
2490,4787,4980,6296,-2490,-3148,1,1,0.5194543178145484,0.5184576116122209,A,A
2491,4787,4982,6306,-2491,-3154,1,1,0.8854652226564341,0.897897211542344,A,A
2492,4787,4984,6306,-2492,-3154,1,1,0.8672652116087822,0.8659373859054671,A,A
2493,4787,4986,6306,-2493,-3154,1,1,0.6234860266360917,0.6185616736968093,A,A
2494,4787,4988,6306,-2494,-3154,1,1,0.5591587872921951,0.5437811418999469,A,A
2496,4787,4992,6306,-2496,-3154,1,1,0.7982572437289506,0.81093086149687,A,A
2497,4787,4994,6318,-2497,-3160,1,1,0.6212481079961105,0.6185616736968093,A,A
2499,4787,4998,6318,-2499,-3160,1,1,0.3790554635736416,0.34394625120281785,A,A
2500,4787,5000,6318,-2500,-3160,1,1,0.4117371455619989,0.3838453928986345,A,A
2503,4787,5006,6330,-2503,-3166,1,1,0.9867277963524416,0.9867277963524416,A,A
2504,4787,5008,6330,-2504,-3166,1,1,0.9556519694980462,0.9556519694980462,A,A
2505,4787,5010,6330,-2505,-3166,1,1,0.7303391323837287,0.7248533491587095,A,A
2506,4787,5012,6330,-2506,-3166,1,1,0.3266523917473829,0.2705870793149804,A,A
2511,4787,5022,6342,-2511,-3172,1,1,0.24484688152792589,0.20479149534265284,A,A
2512,4787,5024,6342,-2512,-3172,1,1,0.0534754042940474,0.046636926221635844,A,A
2513,4787,5026,6342,-2513,-3172,1,1,0.23158051708514493,0.18991284810616926,A,A
2514,4787,5028,6354,-2514,-3177,1,1,0.45995911299076553,0.45443658440763757,A,A
2515,4787,5030,6354,-2515,-3177,1,1,0.4410922672762878,0.41436990175995514,A,A
2516,4787,5032,6354,-2516,-3177,1,1,0.20355627941672505,0.1556084896784825,A,A
2517,4787,5034,6354,-2517,-3177,1,1,0.26752595515101363,0.2200783515824032,A,A
2519,4787,5038,6354,-2519,-3177,1,1,0.5931087018773084,0.5970130310756897,A,A
2520,4787,5040,6364,-2520,-3183,1,1,0.3132499064371239,0.2556376638625464,A,A
2521,4787,5042,6364,-2521,-3183,1,1,0.8290899134892462,0.836604570279811,A,A
2522,4787,5044,6364,-2522,-3183,1,1,0.026025546428005808,0.02540337192260267,A,A
2523,4787,5046,6364,-2523,-3183,1,1,0.30904107083556376,0.2556376638625464,A,A
2524,4787,5048,6364,-2524,-3183,1,1,0.03414119526341264,0.02540337192260267,A,A
2531,4787,5062,6376,-2531,-3189,1,1,0.7607524175945031,0.7752105467541478,A,A
2532,4787,5064,6388,-2532,-3195,1,1,0.5777863906449736,0.5603876811308924,A,A
2533,4787,5066,6388,-2533,-3195,1,1,0.4272980187937323,0.3994271172644791,A,A
2534,4787,5068,6388,-2534,-3195,1,1,0.20598186107753003,0.1556084896784825,A,A
2535,4787,5070,6388,-2535,-3195,1,1,0.7148252549050537,0.7124266951977283,A,A
2537,4787,5074,6400,-2537,-3201,1,1,0.7589946451107589,0.7650504588350444,A,A
2540,4787,5080,6400,-2540,-3201,1,1,0.9059014394687456,0.9155804834289545,A,A
2542,4787,5084,6400,-2542,-3201,1,1,0.34149596332414967,0.29312155847436416,A,A
2543,4787,5086,6412,-2543,-3206,1,1,0.795483543552771,0.81093086149687,A,A
2544,4787,5088,6412,-2544,-3206,1,1,0.4099348635040134,0.3838453928986345,A,A
2545,4787,5090,6412,-2545,-3206,1,1,0.7964483665042128,0.81093086149687,A,A
2546,4787,5092,6412,-2546,-3206,1,1,0.015292449495862392,0.009431753548861166,A,A
2548,4787,5096,6412,-2548,-3206,1,1,0.3327562221264425,0.2705870793149804,A,A
2549,4787,5098,6422,-2549,-3212,1,1,0.07935937398972748,0.06575410935862658,A,A
2550,4787,5100,6422,-2550,-3212,1,1,0.9434072073008289,0.9358892092224953,A,A
2552,4787,5104,6422,-2552,-3212,1,1,0.43952404559852587,0.41436990175995514,A,A
2553,4787,5106,6422,-2553,-3212,1,1,0.3577516777865656,0.30887378737929305,A,A
2554,4787,5108,6422,-2554,-3212,1,1,0.13557366345847954,0.09584927697217083,A,A
2556,4787,5112,6434,-2556,-3218,1,1,0.2706649183295893,0.2200783515824032,A,A
2557,4787,5114,6434,-2557,-3218,1,1,0.6935504892216448,0.6865687000926515,A,A
2558,4787,5116,6434,-2558,-3218,1,1,0.8592413898012419,0.8483288367488273,A,A
2559,4787,5118,6434,-2559,-3218,1,1,0.754147916602979,0.7650504588350444,A,A
2562,4787,5124,6446,-2562,-3224,1,1,0.5113350750723666,0.5057843245177359,A,A
2563,4787,5126,6446,-2563,-3224,1,1,0.5524305428404981,0.5437811418999469,A,A
2567,4787,5134,6458,-2567,-3230,1,1,0.18232145044521753,0.14001508031831478,A,A
2568,4787,5136,6458,-2568,-3230,1,1,0.8305662344389576,0.8483288367488273,A,A
2570,4787,5140,6458,-2570,-3230,1,1,0.12603526310178814,0.09584927697217083,A,A
2571,4787,5142,6458,-2571,-3230,1,1,0.22645163829519543,0.17573684250755928,A,A
2572,4787,5144,6470,-2572,-3235,1,1,0.280174101590592,0.2200783515824032,A,A
2573,4787,5146,6470,-2573,-3235,1,1,0.7312340631703205,0.74048802736636,A,A
2574,4787,5148,6470,-2574,-3235,1,1,0.414400314561571,0.3994271172644791,A,A
2575,4787,5150,6470,-2575,-3235,1,1,0.34909837187792225,0.30887378737929305,A,A
2577,4787,5154,6470,-2577,-3235,1,1,0.06839497423198915,0.06575410935862658,A,A
2579,4787,5158,6480,-2579,-3241,1,1,0.6125014544841136,0.5970130310756897,A,A
2580,4787,5160,6480,-2580,-3241,1,1,0.39532053716533977,0.36326959483172827,A,A
2581,4787,5162,6480,-2581,-3241,1,1,0.5030228764894286,0.5057843245177359,A,A
2582,4787,5164,6480,-2582,-3241,1,1,0.7091268810058803,0.7124266951977283,A,A
2583,4787,5166,6480,-2583,-3241,1,1,0.1886125593847029,0.1556084896784825,A,A
2584,4787,5168,6492,-2584,-3247,1,1,0.45030769677905613,0.43084017934406293,A,A
2586,4787,5172,6492,-2586,-3247,1,1,0.07456610707382849,0.06575410935862658,A,A
2587,4787,5174,6492,-2587,-3247,1,1,0.6584313659678661,0.6567225731105883,A,A
2588,4787,5176,6492,-2588,-3247,1,1,0.6875656246812878,0.6676345312549455,A,A
2589,4787,5178,6492,-2589,-3247,1,1,0.0568628091540303,0.046636926221635844,A,A
2590,4787,5180,6504,-2590,-3253,1,1,0.23826477467080276,0.18991284810616926,A,A
2594,4787,5188,6504,-2594,-3253,1,1,0.14534187054728487,0.11766008071769851,A,A
2595,4787,5190,6504,-2595,-3253,1,1,0.8664220961610042,0.8659373859054671,A,A
2596,4787,5192,6516,-2596,-3258,1,1,0.33253678978451817,0.2705870793149804,A,A
2597,4787,5194,6516,-2597,-3258,1,1,0.23217148984638925,0.18991284810616926,A,A
2598,4787,5196,6516,-2598,-3258,1,1,0.8699634288846079,0.8844562399641169,A,A
2599,4787,5198,6516,-2599,-3258,1,1,0.2283417845087743,0.17573684250755928,A,A
2600,4787,5200,6516,-2600,-3258,1,1,0.32498530230367506,0.2705870793149804,A,A
2601,4787,5202,6526,-2601,-3264,1,1,0.9438732904754029,0.9358892092224953,A,A
2602,4787,5204,6526,-2602,-3264,1,1,0.3292245710383256,0.2705870793149804,A,A
2603,4787,5206,6526,-2603,-3264,1,1,0.7708437363473079,0.7752105467541478,A,A
2605,4787,5210,6526,-2605,-3264,1,1,0.5581162430450622,0.5437811418999469,A,A
2606,4787,5212,6526,-2606,-3264,1,1,0.4463692130656238,0.41436990175995514,A,A
2607,4787,5214,6538,-2607,-3270,1,1,0.6786362044801448,0.6676345312549455,A,A
2608,4787,5216,6538,-2608,-3270,1,1,0.4694285572767538,0.45443658440763757,A,A
2609,4787,5218,6538,-2609,-3270,1,1,0.49996658965529783,0.4863973973956013,A,A
2612,4787,5224,6538,-2612,-3270,1,1,0.7787021673193899,0.7978402972390728,A,A
2613,4787,5226,6550,-2613,-3276,1,1,0.76295146493317,0.7752105467541478,A,A
2614,4787,5228,6550,-2614,-3276,1,1,0.3388776344660881,0.29312155847436416,A,A
2615,4787,5230,6550,-2615,-3276,1,1,0.5866260055375166,0.5738128596868537,A,A
2616,4787,5232,6550,-2616,-3276,1,1,0.35114763133980775,0.30887378737929305,A,A
2617,4787,5234,6550,-2617,-3276,1,1,0.3356882517020011,0.29312155847436416,A,A
2618,4787,5236,6550,-2618,-3276,1,1,0.3688109147546197,0.33085674641798635,A,A
2620,4787,5240,6562,-2620,-3282,1,1,0.9683544128281644,0.9708335991200716,A,A
2621,4787,5242,6562,-2621,-3282,1,1,0.00477810282461022,0.009431753548861166,A,A
2622,4787,5244,6562,-2622,-3282,1,1,0.8511195650412914,0.8483288367488273,A,A
2623,4787,5246,6562,-2623,-3282,1,1,0.7840595335258829,0.7978402972390728,A,A
2624,4787,5248,6562,-2624,-3282,1,1,0.926204772689811,0.9358892092224953,A,A
2625,4787,5250,6574,-2625,-3287,1,1,0.7237742193062039,0.7248533491587095,A,A
2626,4787,5252,6574,-2626,-3287,1,1,0.8027677863265483,0.836604570279811,A,A
2628,4787,5256,6574,-2628,-3287,1,1,0.5785667021327062,0.5738128596868537,A,A
2630,4787,5260,6584,-2630,-3293,1,1,0.5531046893657432,0.5437811418999469,A,A
