sex,sex-norace,age,age-norace,age_cat,age_cat-norace,race,race-norace,juv_fel_count,juv_fel_count-norace,juv_misd_count,juv_misd_count-norace,juv_other_count,juv_other_count-norace,priors_count,priors_count-norace,c_charge_degree,c_charge_degree-norace,c_charge_desc,c_charge_desc-norace,decile_score,decile_score-norace,score_text,score_text-norace
Female,Female,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,M,M,Petit Theft $100- $300,Battery,4,4,Low,Low
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,4,5,F,F,Uttering a Forged Instrument,Battery,2,2,Low,Low
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,F,F,Aggrav Battery w/Deadly Weapon,Battery,2,2,Low,Low
Male,Male,31,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,4,4,Low,Low
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,6,5,F,F,Deliver Cocaine,Battery,10,10,High,High
Female,Male,20,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,arrest case no charge,5,5,Medium,Medium
Male,Male,40,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,4,5,M,M,Driving Under The Influence,"Poss3,4 Methylenedioxymethcath",1,1,Low,Low
Male,Male,53,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,1,1,Low,Low
Female,Female,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Battery,3,3,Low,Low
Male,Male,31,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,0,5,F,F,Stalking (Aggravated),arrest case no charge,1,1,Low,Low
Male,Male,20,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,1,0,0,5,F,F,arrest case no charge,arrest case no charge,6,6,Medium,Medium
Female,Female,39,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,4,5,F,F,Aggravated Assault W/Dead Weap,Possession of Cocaine,1,1,Low,Low
Male,Male,52,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Solicitation On Felony 3 Deg,Felony Petit Theft,1,1,Low,Low
Male,Male,40,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,51,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Possess Cannabis/20 Grams Or Less,False Imprisonment,4,4,Low,Low
Male,Male,57,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Aggrav Battery w/Deadly Weapon,DUI Level 0.15 Or Minor In Veh,1,1,Low,Low
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,F,Driving While License Revoked,Possession of Cocaine,6,6,Medium,Medium
Male,Male,48,47,Greater than 45,Greater than 45,African-American,African-American,1,0,0,0,0,0,10,5,F,F,Felony Driving While Lic Suspd,Viol Injunct Domestic Violence,7,7,Medium,Medium
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,3,5,M,M,Poss Of Controlled Substance,arrest case no charge,10,10,High,High
Female,Female,36,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,29,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Resist Officer w/Violence,Battery,2,2,Low,Low
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,4,5,F,F,Possession Of Methamphetamine,arrest case no charge,8,8,High,High
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Possession of Cocaine,Battery,4,4,Low,Low
Male,Male,34,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,33,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,F,F,Sell or Offer for Sale Counterfeit Goods,Battery,1,1,Low,Low
Female,Male,32,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Felony Driving While Lic Suspd,Battery,2,2,Low,Low
Female,Male,47,29,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Prostitution/Lewd Act Assignation,Possession of Cocaine,3,3,Low,Low
Male,Male,45,29,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,13,5,F,F,Felony Driving While Lic Suspd,Possession of Cocaine,1,1,Low,Low
Male,Male,19,29,Less than 25,Less than 25,Other,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,9,9,High,High
Male,Male,24,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,49,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft (Motor Vehicle),Carrying Concealed Firearm,1,1,Low,Low
Male,Male,46,29,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,5,5,F,F,Battery On A Person Over 65,Battery,8,8,High,High
Male,Male,19,29,Less than 25,25 - 45,African-American,African-American,1,0,0,0,1,0,1,5,F,F,arrest case no charge,arrest case no charge,7,7,Medium,Medium
Male,Male,28,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Burglary Unoccupied Dwelling,arrest case no charge,2,2,Low,Low
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Fleeing or Eluding a LEO,Felony Battery (Dom Strang),6,6,Medium,Medium
Male,Male,23,29,Less than 25,Less than 25,African-American,African-American,0,0,1,0,0,0,2,5,F,F,Burglary Unoccupied Dwelling,Battery,9,9,High,High
Male,Male,55,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,33,5,F,F,Felony Petit Theft,Grand Theft in the 3rd Degree,9,9,High,High
Male,Male,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,2,0,4,5,F,F,Possession of Cannabis,Possession of Cannabis,8,8,High,High
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Battery on a Person Over 65,arrest case no charge,1,1,Low,Low
Female,Male,27,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Aggrav Battery w/Deadly Weapon,Possession of Cocaine,2,2,Low,Low
Male,Male,28,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,14,5,F,F,Pos Cannabis W/Intent Sel/Del,Pos Cannabis W/Intent Sel/Del,9,9,High,High
Male,Male,56,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Driving Under The Influence,Battery,1,1,Low,Low
Male,Male,27,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Possession Of Alprazolam,arrest case no charge,6,6,Medium,Medium
Male,Male,37,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,6,6,Medium,Medium
Male,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Battery on Law Enforc Officer,arrest case no charge,6,6,Medium,Medium
Female,Male,36,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,Possess Cannabis/20 Grams Or Less,Grand Theft in the 3rd Degree,5,5,Medium,Medium
Male,Male,38,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),1,1,Low,Low
Male,Male,29,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Possession of Cocaine,Possession of Cocaine,3,3,Low,Low
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Susp Drivers Lic 1st Offense,Viol Injunct Domestic Violence,2,2,Low,Low
Male,Male,28,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,M,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,2,2,Low,Low
Male,Male,53,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,2,5,F,F,arrest case no charge,Battery,2,2,Low,Low
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,F,F,arrest case no charge,arrest case no charge,4,4,Low,Low
Male,Male,23,29,Less than 25,Less than 25,Other,African-American,0,0,0,0,0,0,5,5,M,M,Resist/Obstruct W/O Violence,Battery,10,10,High,High
Female,Female,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,21,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,arrest case no charge,arrest case no charge,8,8,High,High
Male,Male,56,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Fleeing Or Attmp Eluding A Leo,arrest case no charge,2,2,Low,Low
Male,Male,22,29,Less than 25,25 - 45,African-American,African-American,1,0,0,0,0,0,2,5,F,F,Uttering a Forged Instrument,Uttering a Forged Instrument,7,7,Medium,Medium
Female,Male,37,29,25 - 45,25 - 45,African-American,African-American,1,0,0,0,0,0,7,5,F,F,Deliver Cocaine 1000FT Store,Grand Theft in the 3rd Degree,3,3,Low,Low
Male,Male,26,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Criminal Mischief Damage <$200,Battery,2,2,Low,Low
Female,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Deliver Cocaine,arrest case no charge,8,8,High,High
Male,Male,23,29,Less than 25,25 - 45,Hispanic,African-American,0,0,0,0,0,0,6,5,M,M,Viol Injunct Domestic Violence,Battery,7,7,Medium,Medium
Male,Male,26,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,5,5,M,M,Lve/Scen/Acc/Veh/Prop/Damage,Battery,4,4,Low,Low
Male,Male,25,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,5,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,46,47,Greater than 45,25 - 45,Asian,African-American,0,0,0,0,0,0,3,5,F,F,Possession of Cocaine,Battery,5,5,Medium,Medium
Male,Male,27,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,22,29,Less than 25,Greater than 45,African-American,African-American,0,0,0,0,2,0,0,5,F,F,Burglary Conveyance Unoccup,Driving While License Revoked,3,3,Low,Low
Male,Male,33,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,3,5,F,F,arrest case no charge,arrest case no charge,6,6,Medium,Medium
Male,Male,37,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,3,3,Low,Low
Male,Male,35,29,25 - 45,Less than 25,Hispanic,African-American,0,0,0,0,0,0,1,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,38,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,3,5,F,F,Possession of Cocaine,Possession of Cocaine,9,9,High,High
Male,Male,37,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,DUI Property Damage/Injury,arrest case no charge,4,4,Low,Low
Male,Male,40,47,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,0,5,F,F,Aggrav Battery w/Deadly Weapon,Battery,1,1,Low,Low
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,1,0,0,0,0,0,1,5,F,F,arrest case no charge,Grand Theft in the 3rd Degree,10,10,High,High
Male,Male,48,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,Possession of Cocaine,Possession of Cocaine,7,7,Medium,Medium
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,7,7,Medium,Medium
Male,Male,43,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,4,5,M,M,Viol Pretrial Release Dom Viol,Grand Theft in the 3rd Degree,5,5,Medium,Medium
Male,Male,25,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Carrying Concealed Firearm,Carrying Concealed Firearm,5,5,Medium,Medium
Female,Female,32,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,3,3,Low,Low
Male,Male,29,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,0,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,arrest case no charge,Battery,7,7,Medium,Medium
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,1,0,12,5,M,M,Battery,Battery,9,9,High,High
Male,Male,35,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,4,5,M,M,Battery,Battery,2,2,Low,Low
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,1,0,0,0,0,0,11,5,F,F,arrest case no charge,Carrying Concealed Firearm,8,8,High,High
Male,Male,28,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,1,0,2,5,M,M,Exposes Culpable Negligence,DUI Level 0.15 Or Minor In Veh,4,4,Low,Low
Male,Male,31,29,25 - 45,25 - 45,African-American,African-American,0,0,1,0,0,0,3,5,F,F,Felony Battery (Dom Strang),Felony Battery (Dom Strang),5,5,Medium,Medium
Male,Male,24,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,3,5,M,M,Battery,Battery,8,8,High,High
Male,Male,45,29,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,19,5,F,F,Felony Petit Theft,Viol Injunct Domestic Violence,6,6,Medium,Medium
Male,Male,33,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,3,5,F,F,arrest case no charge,arrest case no charge,8,8,High,High
Male,Male,36,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,6,5,F,M,Cruelty Toward Child,Battery,5,5,Medium,Medium
Male,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Pos Cannabis W/Intent Sel/Del,Grand Theft in the 3rd Degree,3,3,Low,Low
Male,Male,28,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,5,5,Medium,Medium
Male,Male,37,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,3,5,M,M,Battery,Battery,2,2,Low,Low
Female,Female,55,47,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,Driving Under The Influence,Battery,1,1,Low,Low
Male,Male,41,29,25 - 45,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Aggravated Assault w/Firearm,Battery,1,1,Low,Low
Male,Male,41,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,13,5,F,F,Aggravated Battery,arrest case no charge,5,5,Medium,Medium
Male,Male,24,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Tamper With Victim,arrest case no charge,5,5,Medium,Medium
Male,Male,55,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Possession of Cocaine,Possession of Cocaine,3,3,Low,Low
Male,Male,33,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,7,5,F,F,Neglect Child / No Bodily Harm,Battery,9,9,High,High
Female,Male,48,47,Greater than 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,M,M,DUI Level 0.15 Or Minor In Veh,DUI Level 0.15 Or Minor In Veh,1,1,Low,Low
Male,Male,56,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,7,5,F,F,Felony Battery w/Prior Convict,Battery,6,6,Medium,Medium
Female,Female,25,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Abuse Without Great Harm,arrest case no charge,6,6,Medium,Medium
Male,Male,57,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Aggrav Battery w/Deadly Weapon,Battery,1,1,Low,Low
Male,Male,35,29,25 - 45,25 - 45,African-American,African-American,0,0,1,0,0,0,14,5,M,M,Battery,Battery,8,8,High,High
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,1,0,0,5,F,F,Burglary Unoccupied Dwelling,Possession of Cocaine,9,9,High,High
Male,Male,22,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Possession of Cocaine,4,4,Low,Low
Male,Male,41,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Burglary Conveyance Unoccup,arrest case no charge,2,2,Low,Low
Male,Male,28,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,7,5,F,F,Felony Battery,Battery,9,9,High,High
Male,Male,32,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Possession Of Methamphetamine,Battery,5,5,Medium,Medium
Male,Male,59,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Possession Of Alprazolam,Agg Battery Grt/Bod/Harm,1,1,Low,Low
Female,Male,44,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,Battery on Law Enforc Officer,Possession of Cocaine,1,1,Low,Low
Male,Male,22,29,Less than 25,Less than 25,Caucasian,African-American,1,0,0,0,0,0,2,5,F,F,arrest case no charge,arrest case no charge,4,4,Low,Low
Female,Female,38,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Resist Officer w/Violence,Possession of Cannabis,4,4,Low,Low
Male,Male,35,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Battery On Fire Fighter,Carrying Concealed Firearm,5,5,Medium,Medium
Male,Male,35,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Tamper With Witness/Victim/CI,Tamper With Witness/Victim/CI,1,1,Low,Low
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,16,5,F,F,Fleeing or Eluding a LEO,Felony Battery (Dom Strang),9,9,High,High
Male,Male,22,29,Less than 25,Less than 25,Caucasian,African-American,0,0,1,0,1,0,2,5,F,F,Possession Of Alprazolam,Battery,8,8,High,High
Male,Male,31,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,0,5,F,F,Grand Theft in the 3rd Degree,Grand Theft in the 3rd Degree,10,10,High,High
Male,Male,39,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,2,5,M,M,Driving License Suspended,arrest case no charge,1,1,Low,Low
Male,Male,35,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,Felony Driving While Lic Suspd,Driving While License Revoked,2,2,Low,Low
Male,Male,25,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,M,M,DUI Property Damage/Injury,Viol Injunct Domestic Violence,2,2,Low,Low
Male,Male,26,29,25 - 45,25 - 45,African-American,African-American,0,0,1,0,0,0,5,5,M,M,arrest case no charge,arrest case no charge,5,5,Medium,Medium
Male,Male,21,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,0,5,F,M,Felony Battery (Dom Strang),Felony Battery (Dom Strang),4,4,Low,Low
Male,Male,29,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,1,5,M,F,Disorderly Intoxication,Grand Theft in the 3rd Degree,9,9,High,High
Male,Male,22,29,Less than 25,Greater than 45,African-American,African-American,0,0,1,0,1,0,3,5,F,F,arrest case no charge,arrest case no charge,10,10,High,High
Male,Male,27,29,25 - 45,25 - 45,African-American,African-American,2,0,0,0,0,0,6,5,M,M,Driving License Suspended,Battery,8,8,High,High
Male,Male,28,29,25 - 45,Less than 25,African-American,African-American,0,0,1,0,0,0,14,5,M,M,Resist/Obstruct W/O Violence,Battery,7,7,Medium,Medium
Male,Male,52,47,Greater than 45,Greater than 45,African-American,African-American,0,0,0,0,0,0,7,5,F,F,Poss/pur/sell/deliver Cocaine,Agg Battery Grt/Bod/Harm,9,9,High,High
Male,Male,56,47,Greater than 45,Less than 25,Caucasian,African-American,0,0,0,0,0,0,2,5,F,F,Felony/Driving Under Influence,Felony Battery (Dom Strang),4,4,Low,Low
Male,Male,34,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,22,5,F,F,Driving While License Revoked,Driving While License Revoked,9,9,High,High
Male,Male,35,29,25 - 45,25 - 45,Hispanic,African-American,0,0,0,0,0,0,7,5,F,F,arrest case no charge,arrest case no charge,7,7,Medium,Medium
Male,Male,23,29,Less than 25,Greater than 45,African-American,African-American,0,0,0,0,0,0,1,5,M,M,arrest case no charge,arrest case no charge,3,3,Low,Low
Male,Male,22,29,Less than 25,Less than 25,Caucasian,African-American,0,0,0,0,2,0,0,5,F,F,Possession Of Alprazolam,Battery,5,5,Medium,Medium
Male,Male,30,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,4,5,M,M,Susp Drivers Lic 1st Offense,Uttering a Forged Instrument,10,10,High,High
Male,Male,37,29,25 - 45,25 - 45,Other,African-American,0,0,0,0,0,0,4,5,M,M,arrest case no charge,arrest case no charge,1,1,Low,Low
Male,Male,37,29,25 - 45,25 - 45,African-American,African-American,0,0,0,0,0,0,0,5,F,F,Possession of Cocaine,Possession of Cocaine,9,9,High,High
Male,Male,23,29,Less than 25,Less than 25,African-American,African-American,0,0,0,0,0,0,1,5,F,F,Possession of Cannabis,Possession of Cannabis,4,4,Low,Low
Male,Male,41,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,0,5,F,F,Agg Battery Grt/Bod/Harm,Agg Battery Grt/Bod/Harm,1,1,Low,Low
Male,Male,55,47,Greater than 45,Greater than 45,Caucasian,African-American,0,0,0,0,0,0,1,5,F,F,arrest case no charge,arrest case no charge,2,2,Low,Low
Male,Male,33,29,25 - 45,25 - 45,Caucasian,African-American,0,0,1,0,0,0,5,5,M,M,Battery,Battery,1,1,Low,Low
Male,Male,20,29,Less than 25,Less than 25,African-American,African-American,0,0,1,0,2,0,1,5,M,M,Battery,Battery,5,5,Medium,Medium
Male,Male,36,29,25 - 45,25 - 45,Caucasian,African-American,0,0,0,0,0,0,9,5,M,M,arrest case no charge,arrest case no charge,4,4,Low,Low
